judul                                                                    ,isi                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,tanggal                          ,kategori
Anies Berduka Faisal Basri Wafat: Insan Cendekia yang Menerangi Jalan    ,"Anies Baswedanturut menyampaikan belasungkawa atas meninggalnya ekonom senior Faisal Basri.Ia mengenang Faisal sebagai sosok intelektual yang kritis dan bermanfaat bagi masyarakat.
                                                                          Ucapan tersebut disampaikan Anies melalui unggahan di akun X (Twitter) @aniesbaswedan pada Kamis (5/9).
                                                                          
                                                                          ""Innalillahi wa inna ilaihi raji'un. Berduka mendalam mendengar kabar berpulangnya Bang @FaisalBasri. Insan cendekia yang pemikirannya menerangi jalan, layaknya lentera di tengah kabut,"" kata Anies.
                                                                          ""Kata-katanya sering tajam, namun penuh dengan kebijaksanaan. Menuntun kita melihat lebih jauh, melampaui apa yang tampak di permukaan,"" imbuhnya.
                                                                          Anies berharap segala hal baik yang telah dilakukan Faisal dapat diteruskan dan menjadi teladan bagi masyarakat Indonesia.
                                                                          Ia juga berdoa agar Faisal mendapat tempat yang terbaik di sisi Tuhan Yang Maha Esa dan keluarga diberikan ketabahan.
                                                                          ""Semoga warisan pemikiran dan keberanian beliau akan kekal menjadi inspirasi bagi kita semua. Semoga Allah SWT melapangkan jalan beliau, menerima amal kebaikannya, mengampuni segala khilafnya, dan memberikan ketabahan bagi keluarga yg ditinggalkan. Aamiin yra,"" tutur dia.
                                                                          
                                                                          Faisal Basri meninggal dunia pada Kamis dini hari. Pria kelahiran Bandung, 6 November 1959, itu merupakan ekonom yang lantang mengkritik kebijakan pemerintah.
                                                                          Faisal menyelesaikan pendidikan sarjananya di Fakultas Ekonomi dan Bisnis, Universitas Indonesia (1985) dan meraih gelar Master of Arts bidang ekonomi di Vanderbilt University, Nashville, Tennessee, Amerika (1988).
                                                                          Faisal juga bagian dari pendiri Institute for Development of Economics & Finance (INDEF) (1995-2000) bersama sejumlah ekonom senior lainnya.
                                                                          Di bidang pemerintahan, Faisal pernah mengemban amanah sebagai anggota Tim 'Perkembangan Perekonomian Dunia' pada Asisten II Menteri Koordinator Bidang EKUIN (1985-1987) dan anggota Tim Asistensi Ekuin Presiden RI (2000)."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ," Kamis, 05 Sep 2024 10:30 WIB " ,Nasional
Nasaruddin di Depan Paus Fransiskus: Istiqlal Rumah Besar Kemanusiaan    ,"Imam Besar Masjid Istiqlal Nasaruddin Umarmenegaskan Masjid Istiqlal bukan hanya rumah ibadah bagi umatIslam semata, melainkan rumah besar bagi kemanusiaan.
                                                                          Hal ini ia sampaikan di depan Paus Fransiskus yang hadir mengunjungi Masjid Istiqlal, Jakarta, Kamis (5/9).
                                                                          
                                                                          ""Masjid Istiqlal yang telah direnovasi oleh Presiden Jokowi, bukan hanya rumah ibadah umat Islam, tapi rumah besar kemanusiaan. Kita berprinsip humanity is only one,"" kata Nasaruddin.
                                                                          Nasaruddin juga menjelaskan Masjid Istiqlal dibangun pada 1961 oleh Presiden pertama RI Sukarno dan diresmikan pada 1978 oleh Presiden kedua RI Soharto.
                                                                          Menurutnya, Masjid Istiqlal didesain oleh seorang arsitek dari kalangan Kristiani bernama Friedrich Silaban.
                                                                          Ia menyebutSilabanmembangun Istiqlal dengan visi besar untuk menciptakan harmoni kehidupan bangsa Indonesia dan dunia.
                                                                          Karena itu, Nasaruddin mengatakan siapapun bisa masuk Masjid Istiqlal untuk mencari kebaikan.
                                                                          
                                                                          ""Maka siapapun boleh masuk dan mendapatkan manfaat dari Masjid Istiqlal. Tentu dengan ketentuan dan adat istiadat di lingkungan Masjid Istiqlal,"" kata dia.
                                                                          ""Siapapun boleh masuk untuk cari kebaikan. Masjid Istiqlal berfungsi membudayakan dan melayani semua orang,"" tambahnya.
                                                                          Paus Fransiskusmengunjungi Masjid Istiqlalpagi ini. Paus dan rombongan langsung diajak ke Terowongan Silaturahmi yang menghubungkan masjid tersebut dengan GerjaKatedral."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ," Kamis, 05 Sep 2024 10:17 WIB " ,Nasional
Polisi Sterilisasi Area GBK Jelang Misa Akbar Paus Fransiskus            ,"Polisi melakukan sterilisasi di sekitar area Gelora Bung Karno (GBK), Senayan, Jakarta, jelang acara Misa Akbar bersama Paus Fransiskusyang digelar Kamis (5/9) sore ini.
                                                                          ""Selesai apel jam 08.00 WIB, pagi langsung steril,"" kata Kasi Humas Polres Metro Jakarta Pusat Ipda Ruslan saat dikonfirmasi.
                                                                          
                                                                          Ruslan menjelaskan yang boleh masuk ke area GBK hanya tamu dan warga mengikuti Misa Akbar. Selain itu, tidak ada yang diperboleh masuk ke dalam area GBK.
                                                                          ""Selain petugas dan tamu undangan tidak bisa (masuk), bersih,"" ujarnya.
                                                                          Terpisah, Kasatgas Humas Operasi Tribrata Jaya, Brigjen Tjahyono Saputro menyampaikan polisi juga sudah menyiapkan rekayasa lalu lintas untuk membantu kelancaran arus sebelum dan sesudah Misa Akbar.
                                                                          Namun, kata dia, rekayasa lalu lintas itu bersifat situasional. Artinya, penerapannya tergantung pada situasi dan kondisi di lapangan.
                                                                          ""(Rekayasa lalin) sifatnya situasional,"" ujarnya.
                                                                          Pemimpin Gereja Katolik Dunia Paus Fransiskus melakukan sejumlah kegiatan di hari kedua kunjungannya di Indonesia pada Kamis ini.
                                                                          
                                                                          Pagi ini, Paus Fransiskus melakukan kunjungan ke Masjid Istiqlal, Jakarta. Setelah dari Istiqlal, Paus Fransiskus akan berkunjung ke Kantor Konferensi Waligereja Indonesia (KWI). Di sana, pemimpin umat Katolik akan bertemu dengan Penerima Manfaat Organisasi Amal.
                                                                          Menuju malam, Paus Fransiskus akan menggelar Misa Akbar di Stadion GBK. Paus Fransiskus akan memimpin sekitar 80 ribu umat Katolik saat misa berlangsung.
                                                                          Komisi Komunikasi Sosial (Komsos) KWI menyampaikan umat Katolik bisa mengikuti perayaan Misa Suci bersama Paus Fransiskus dengan menggunakan tiket gelang. Mereka yang tidak memiliki tiket gelang dapat mengikuti Misa Suci melalui siaran langsung di sejumlah kanal media sosial Komsos KWI ataupun tayangan TV nasional.
                                                                          
                                                                          
                                                                          
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 10:07 WIB " ,Nasional
Jokowi: Sikapi Perubahan Iklim Tanpa Korbankan Rakyat Kecil              ,"Presiden Joko Widodo (Jokowi) menyoroti permasalahanperubahan iklim yang terjadi di dunia. Ia menilai masalah penting itu butuh kerja sama global yang tidak mengorbankan kepentingan rakyat kecil.
                                                                          Hal itu Jokowi sampaikan dalam pidatonya saat membuka Indonesia International Sustainability Forum di JCC, Senayan, Jakarta Pusat, Kamis (5/9).
                                                                          
                                                                          ""Yang justru ingin saya tekankan adalah permasalahan perubahan iklim ini tidak akan pernah bisa terselesaikan, selama dunia menggunakan pendekatan ekonomi, selama dunia hanya menghitung keuntungannya sendiri, dan selama dunia hanya mementingkan egosentrisnya sendiri-sendiri,"" kata Jokowi
                                                                          Jokowi menyebut cara menyikapi perubahan iklim butuh pendekatan yang kolaboratif. Kemudian butuh pendekatan yang berperikemanusiaan, dan kolaborasi antara negara maju dan negara berkembang.
                                                                          ""Dan juga kemanusiaan agar prosesnya tidak mengorbankan kepentingan rakyat kecil,"" imbuhnya.
                                                                          Menurut Jokowi, ekonomi hijau bukan hanya tentang perlindungan lingkungan, melainkan bagaimana menciptakan kesejahteraan yang berkelanjutan bagi rakyat.
                                                                          
                                                                          Dalam kesempatan itu, Jokowi juga meminta dunia tidak meragukan komitmen Indonesia dalam mencapai net zero emissions. Salah satunya karena Indonesia memiliki potensi energi yang melimpah mencapai lebih dari 3.600 Gigawatt.
                                                                          ""Kami juga memiliki PLTS Apung di Waduk Cirata dengan kapasitas 192 Megawatt peak (MWp), terbesar di Asia Tenggara, dan terbesar ketiga di dunia,"" jelasnya.
                                                                          Selain itu, Jokowi juga memamerkan Indonesia yang memiliki potensi besar dalam penyerapan karbon melalui hutan mangrove yang juga terbesar di dunia dengan luas 3,3 juta hektare.
                                                                          Jutaan hektare hutan mangrove di Indonesia itu menurutnya mampu menyerap karbon 8 sampai 12 kali lebih baik dibandingkan hutan hujan tropis. Pun Indonesia juga memiliki Kawasan Industri Hijau seluas 13 ribu hektare.
                                                                          ""Tapi semua itu tidak akan memberi dampak signifikan bagi percepatan penanganan dampak perubahan iklim, selama negara maju tidak berani berinvestasi, selama riset dan teknologi tidak dibuka secara luas, dan selama pendanaan tidak diberikan dalam skema yang meringankan negara berkembang,"" ujar Jokowi.
                                                                          Lebih lanjut, Jokowi juga memastikan Indonesia sangat terbuka bermitra dengan siapapun untuk memaksimalkan potensi bagi dunia yang lebih hijau, untuk memberikan akses energi hijau yang berkeadilan, serta untuk mendorong pertumbuhan ekonomi inklusif dan berkelanjutan.
                                                                          Oleh sebab itu, ia berharap Indonesia International Sustainability Forum dapat menjadi tempat bertemunya pengetahuan, pengalaman, dan sumber daya, yang dapat menjadi modal bersama dalam berkolaborasi menghadapi tantangan iklim yang ada.
                                                                          ""Karena kolaborasi bukan pilihan, kemanusiaan bukan opsi melainkan sebuah keharusan dan kewajiban,"" katanya."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ," Kamis, 05 Sep 2024 09:50 WIB " ,Nasional
Nurul Ghufron Siap Hadapi Sidang Putusan Etik Dewas KPK Besok            ,"Wakil Ketua Komisi Pemberantasan Korupsi (KPK) Nurul Ghufron bakal hadir secara langsung dalam sidang pembacaan putusan kode etik di Dewan Pengawas (Dewas) KPK besok, Jumat (6/9).
                                                                          ""Insyaallah hadir,"" ujar Ghufron saat dikonfirmasi melalui pesan tertulis, Kamis (5/9).
                                                                          Dewas KPK memutuskan akan menggelar sidang pembacaan putusan kode etik setelah majelis hakim Pengadilan Tata Usaha Negara (PTUN) Jakarta mencabut penetapan nomor 142/G/TF/2024/PTUN.JKT tanggal 20 Mei 2024 tentang penundaan pelaksanaan tindakan pemeriksaan atas dugaan pelanggaran etik atas nama Nurul Ghufron.
                                                                          Majelis hakim PTUN Jakarta menolak gugatan Ghufron mengenai tugas dan wewenang Dewas KPK.
                                                                          
                                                                          Perkara nomor: 142/G/TF/2024/PTUN.JKT diadili oleh ketua majelis hakim Irvan Mawardi dengan anggota Yuliant Prajaghupta dan Ganda Kurniawan. Panitera pengganti Risma Hutajulu. Putusan dibacakan pada Selasa (3/9).
                                                                          Beberapa bulan lalu, dalam putusan selanya, majelis hakim PTUN Jakarta meminta Dewas KPK menunda pemeriksaan etik terhadap Nurul Ghufron. Putusan sela itu keluar bersamaan dengan proses penjaringan calon pimpinan KPK periode 2024-2029.
                                                                          Ghufron termasuk ke dalam 40 orang calon pimpinan KPK yang hingga kini masih bertahan. Beberapa waktu lalu, mereka menjalani tes penilaian profil atau profile assessment.
                                                                          Adapun Ghufron disangka melanggar kode etik terkait dengan penyalahgunaan pengaruh di balik mutasi pegawai Kementerian Pertanian (Kementan) RI berinisial ADM.Dalam perjalanannya,Ghufron terlibat konflik dengan Anggota Dewas KPK Albertina Ho. Ia melaporkan Albertina ke Dewas KPK.
                                                                          Ghufron menjelaskan mempunyai hak untuk melaporkan dugaan pelanggaran kode etik insan komisi sebagaimana diatur dalam Pasal 4 ayat (2) huruf b Perdewas Nomor 3 Tahun 2021.
                                                                          Selain itu,Ghufron membawa permasalahan ke PTUN Jakarta. Ia juga menggugat Peraturan Dewan Pengawas (Perdewas) KPK Nomor 3 dan 4 Tahun 2021 ke Mahkamah Agung (MA).MA sudah lebih dulu menolak gugatan Ghufron."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ," Kamis, 05 Sep 2024 09:12 WIB " ,Nasional
Tim Gratifikasi KPK Kumpulkan Bahan soal Jet Pribadi Bobby Nasution      ,"Komisi Pemberantasan Korupsi (KPK) mengaku akan mengumpulkan bahan menindaklanjuti foto viral Wali Kota Medan Bobby Nasutionyang menggunakan fasilitas jet pribadi bersama istrinya Kahiyang Ayu.
                                                                          ""Yang jelas terkait subjek saudara B ini masih dikumpulkan bahan-bahannya dari Direktorat Gratifikasi,"" ujar Juru Bicara KPK Tessa Mahardhika Sugiarto di Gedung Merah Putih KPK, Jakarta, Rabu (4/9) malam.
                                                                          
                                                                          Pada kesempatan itu, Tessa belum bisa memastikan apakah Bobby akan diundang untuk menjalani klarifikasi secara langsung di Kantor KPK atau tidak. Namun, ia mengatakan proses klarifikasi bisa dilakukan dengan banyak cara terhadap pejabat yang juga menantu Presiden RI JokoWidodo(Jokowi) itu.
                                                                          ""Bisa diundang, datang ke sini atau seandainya posisinya di luar kita bisa melalui zoom karena sekarang era digital ya lebih mudah dan tidak memakan biaya yang tidak terlalu banyak,"" kata Tessa.
                                                                          Juru bicara berlatar belakang pensiunan Polri ini menjelaskan proses di Direktorat Gratifikasi merupakan bagian dari pencegahan tindak pidana korupsi (tipikor), bukan penindakan.
                                                                          ""Jadi, bagi saudara B ya kami mengapresiasi apabila sudah ada klarifikasi dan mungkin nanti Direktorat Gratifikasi akan ada yang menghubungi lah untuk menindaklanjuti,"" kata Tessa.
                                                                          
                                                                          Sebelumnya, Bobby menjadi sorotan setelah foto bersama sang istri Kahiyang Ayu naik jet pribadi viral di media sosial. Dalam foto yang beredar, lokasi pesawat jet pribadi berada di eks Bandara Polonia Medan, yang kini berganti menjadi Lanud Soewondo.
                                                                          Mantu Presiden RI Jokowi itu membenarkan pernah naik jet pribadi. Namun, Bobby tidak menjelaskan secara gamblang apakah jet yang dinaikinya sesuai dengan foto yang beredar.
                                                                          ""Semua kita (pernah) naik pesawat,"" ujar Bobby, Selasa (3/9) malam.
                                                                          Namun begitu, Bobby mempersilakan masyarakat untuk mengecek asal-usul uang yang digunakan terkait jet pribadi yang pernah dinaikinya.
                                                                          ""Coba lihat tanggalnya berapa? Punya siapa pesawatnya? Pakai dana siapa? Kalaupun itu kita punya sendiri, walaupun itu sewa, uang dari mana? Silahkan dicek,"" tegas suami dari anak kedua Jokowitersebut."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ," Kamis, 05 Sep 2024 08:35 WIB " ,Nasional
"Pedagang Buah Dikeroyok Ormas karena Kurang Setoran, Lapak Diacak-acak" ,"Kepolisian Resor Metro Jakarta Barat menangkap sepuluh anggotaormas yang diduga melakukan pengeroyokan terhadappedagang buah berinisial AR di Kembangan pada Selasa (3/9) malam.""Pelaku sudah diamankan, 10 orang kita amankan,"" kata Kapolres Metro Jakarta Barat Kombes Polisi M Syahduddi saat dikonfirmasi di Jakarta, Rabu.Kepala Satuan Reserse Kriminal (Kasat Reskrim) Polres Metro Jakarta Barat AKBP Andri Kurniawan mengatakan, pihaknya masih melakukan pemeriksaan mendalam. Polisi tengah menyelidiki keterlibatan mereka yang diamankan dalam kasus tersebut.""Sedang dilakukan pemeriksaan mendalam. Kita lagi pastikan lebih lanjut keterlibatan dari mereka yang sudah diamankan,"" tuturnya.Peristiwa pengeroyokan tersebut terjadi pada Selasa (3/9) malam. Polisi mengungkap pemicunya adalah kurangnya setoran uang keamanan.
                                                                          Korban sedang berjualan buah alpukat di TKP bersama saksi dan didatangi oleh dua orang yang meminta uang keamanan seikhlasnya.
                                                                          ""Namun, setelah dikasih uang Rp10 ribu, kedua orang tersebut ngotot minta lebih,"" kata Kabid Humas Polda Metro Jaya Kombes Polisi Ade Ary Syam Indradi kepada wartawan di Jakarta, Rabu.
                                                                          [Gambas:Instagram]
                                                                          Para pelaku tersebut pun pergi. Namun, tak lama setelahnya, mereka kembali membawa 15 orang temannya. Mereka lalu mengacak-acak lapak jualan dan mengeroyok korban.""Datang lagi dengan membawa 15 orang lalu mengacak-acak tempat dagang korban dan melempar kaca dengan batu bata. Dan beberapa orang tersebut emosional, yang akhirnya memukul korban yang mengenai dahi dan mata,"" katanya.
                                                                          Ada juga pelaku yang memukul kepala korban. ""Teman saksi juga dipukul kepalanya. Korban mengalami luka memar pada dahi muka dan untuk saksi luka memar pada telinga kanan,"" kata Ade Ary.
                                                                          Akibat kejadian tersebut, korban mengalami sejumlah luka. Korban melaporkan peristiwa pengeroyokan tersebut ke pihak Kepolisian.
                                                                          Video pengeroyokan tersebut viral di media sosial Instagram yang diunggah oleh akun @jktnewss. Dalam video tersebut terlihat sejumlah oknum anggota ormas melakukan pengeroyokan terhadap pedagang buah di Kembangan, Jakarta Barat.""Hidup lagi susah-susahnya, oknum ormas meminta uang ke pedagang buah di deket Taman Alfa Indah Joglo Kembangan, Jakarta Barat. Menurut info, oknum ormas tersebut tidak terima diberikan Rp10 ribu malah minta Rp35 ribu,"" tulis akun tersebut."                                                                                                                                                                                                                                                                                                                                                                ," Kamis, 05 Sep 2024 08:00 WIB " ,Nasional
Rekayasa Lalin saat Paus Fransiskus Misa Akbar di GBK Hari Ini           ,"Kepolisian melakukan rekayasa lalu lintas di sejumlah ruas jalan DKI Jakarta karena kegiatan Paus Fransiskus hari ini.
                                                                          Rekayasa lalu lintas pagi hari diterapkan di sekitar Masjid Istiqlal. Hal ini dilakukan karena Paus menghadiri pertemuan dengan tokoh antaragama di Masjid Istiqlalsekitar pukul 09.00 WIB.
                                                                          Pada sore hari, rekayasa lalu lintas diterapkan di sekitar Senayan. Paus Fransiskus akan menghadiri Misa Suci atau Perayaan Ekaristi di Stadion Gelora Bung Karno (GBK),Senayan, sekitar pukul 17.00 WIB.
                                                                          Rencananya, sekitar 80 ribu orang akan ikut misa tersebut. Untuk mengantisipasi macet, pemerintah pun menyarankan pekerja Jakarta untuk bekerja dari rumah atauwork from home (WFH) hari ini.
                                                                          Berikut rekayasa lalu lintas di sejumlah ruas jalan DKI Jakarta karena kegiatan Paus Fransiskus hari ini.
                                                                          Waktu: pukul 08.30 WIB
                                                                          Lokasi: sekitar Masjid Istiqlal, Jakarta Pusat
                                                                          • Rute pengalihan lalu lintas dari Selatan (Bundaran HI, Tanah Abang, Kebon Sirih,Budi Kemuliaan) menuju Timur (Stasiun Senen) dapat melalui Jalan Thamrin sisi Barat-Jalan Medan Merdeka Barat sisi Barat-Jalan Majapahit-Jalan Juanda-Jalan Pos-Jalan Gunung Sahari-dan seterusnya.
                                                                          • Lalu lintas dari Timur (Menteng) menuju ke Barat (Tanah Abang) dapat menggunakan Jalan Hos Cokroaminoto-Jalan Wahid Hasyim-Jalan Mas Mansyur-dan seterusnya.
                                                                          Waktu: Pukul 15.30 WIB
                                                                          Lokasi: sekitar GBK
                                                                          • Lalu lintas dari arah Selatan (Cipete) menuju ke Barat (Slipi) atau Utara (Monas) dapat menggunakan Jalan Kyai Maja-Jalan Kebayoran Baru-Jalan Arteri Pondok Indah-berputar di U-Turn depan Gandaria City-Jalan Teuku Nyak Arief-Jalan Tentara Pelajar-dan seterusnya.
                                                                          • Lalu lintas dari Utara (Harmoni) menuju ke Selatan (Blok M) dapat melalui Jalan Medan Merdeka Barat-Jalan Budi Kemuliaan-Jalan Abdul Muis-Jalan Fachrudin-Jalan KH Mas Mansyur-Jalan Penjernihan-Jalan Pejompongan-Jalan Tentara Pelajar-Jalan Teuku Nyak Arief-Jalan Kebayoran Baru-Jalan Kyai Maja-Jalan Panglima Polim-dan seterusnya.
                                                                          • Lalu Lintas dari Timur (Tebet) ke Barat (Slipi) dapat melalui jalan Kapten Tendean-Jalan Wolter Monginsidi-Jalan Trunojoyo-Jalan Kyai Maja-Jalan Kebayoran Baru-Jalan Arteri Pondok Indah berputar di depan U-turn Gandaria City-Jalan Teuku Nyak Arief-Jalan Tentara Pelajar-Jalan S Parman-dan seterusnya.
                                                                          • Lalu Lintas dari Barat (Slipi) menuju ke Timur (Tebet) dapat melalui Jalan S Parman-Jalan Pejompongan-Jalan Penjernihan-Jalan RM Margono-Jalan Galunggung-Jalan Dr Saharjo-Jalan Prof Dr Soepomo-Jalan MT Haryono-dan seterusnya.
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 07:45 WIB " ,Nasional
VIDEO: Kaesang Bungkam saat Ditanya soal Jet Pribadi                     ,"Ketua Umum PSI Kaesang Pangarep irit bicara saat ditanya oleh awak media soal dugaangratifikasi fasilitas jet pribadi.
                                                                          Kaesang keluar dari Kantor DPP PSI pada Rabu (4/9) sekitar pukul 20.38 WIB usai rapat selama sekitar 5 jam.
                                                                          Ketika keluar,Kaesang sempat menyapa awak media. Namun, ia bungkam saat ditanya soal permintaan klarifikasi KPK.
                                                                          Ia hanya tersenyum sembari langsung memasuki mobil dan pergi meninggalkan lokasi."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ," Kamis, 05 Sep 2024 07:33 WIB " ,Nasional
"Misa Akbar Paus di GBK Hari Ini, Pemprov Imbau WFH & Belajar di Rumah"  ,"Penjabat (Pj) DKI JakartaHeru Budi Hartono mengimbau para pekerja di Jakarta untuk bekerja dari rumah alias work from home (WFH) pada Kamis (5/9). Imbauan ini menyusul dua acara besar yang akan berlangsung hari ini.
                                                                          Heru mengatakan dua acara besar yang berpotensi menimbulkan kepadatan lalu lintas yaitu Indonesia Sustainability Forum (ISF) di Jakarta Convention Center (JCC) dan misa akbar bersama Paus Fransiskus di kompleks Gelora Bung Karno (GBK).
                                                                          
                                                                          ""Saya mengimbau kepadatan tanggal 5 ada dua kegiatan besar, maka kami harapkan masyarakat bisa melihat ini, mencermati ini, sehingga bisa mengambil keputusan untuk melakukan work from home secara mandiri,"" kata Heru dalam jumpa pers di Istana Kepresidenan Jakarta, Senin (26/8).
                                                                          Selain itu, Pemprov DKI Jakarta juga telah mengeluarkan surat edaran agar peserta didik agar belajar di rumah pada hari ini.
                                                                          Pelaksana Tugas (Plt) Kepala Dinas Pendidikan DKI Jakarta Budi Awaluddin Dinas Pendidikan mengatakan surat tersebut diperuntukkan bagi seluruh ASN dan peserta didik pada satuan pendidikan sebanyak 205 sekolah di wilayah Jakarta Pusat dan Jakarta selatan.
                                                                          Lalu, untuk Jakarta selatan di empat kecamatan yakni Kebayoran Baru, Kebayoran Lama, Setiabudi, dan Pasar Minggu.
                                                                          
                                                                          Kemudian, untuk Jakarta Pusat terdapat 46 sekolah yaitu di kecamatan Gambir, Sawah Besar, Menteng, dan Tanah Abang.
                                                                          Paus Fransiskus melakukan kunjungan apostolik di Indonesia yang dimulai pada Selasa (3/9) hingga Jumat (6/9).
                                                                          Pada agenda misa akbar hari ini, diperkirakan akan hadir 87 ribu orang dari berbagai penjuru Jakarta dan sekitarnya.
                                                                          Indonesia menjadi negara pertama yang dikunjungi Paus Fransiskus dalam rangkaian kunjungannya di Asia-Pasifik. Ia berikutnya akan melawat ke Papua Nugini, Timor Leste, dan Singapura.
                                                                          Ini merupakan kunjungan Paus ke RI yang pertama dalam 35 tahun setelah kunjungan Paus Yohanes Paulus II pada 1989 silam. Kedatangan Paus Fransiskus pun begitu dinanti-nanti, terutama oleh umat Katolik Indonesia.
                                                                          
                                                                          
                                                                          
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 07:19 WIB " ,Nasional
"Nyaris Adu Jotos dengan Silfester Matutina, Chico Hakim Buka Suara"     ,"Juru Bicara PDIPChico Hakim menjelaskan soal momen bersitegang dengan Ketua Umum Solidaritas Merah Putih Silfester Matutina dalam program Inews TV, Rakyat Bersuara, Selasa (3/9) malam.
                                                                          Dalam acara itu, Silfester juga sempat bersitegang dengan Rocky Gerung. Keduanya berdebat panas hingga saling memaki. Buntut debat panas itu, pembawa acara Aiman Witjaksono sempat menghentikan sementara acara.
                                                                          
                                                                          Namun, usai acara, Silfester juga bersitegang dengan Chiko. Video adu mulut antar keduanya sempat beredar di media sosial. Tidak jelas apa yang memicu ketegangan antara keduanya.
                                                                          Dihubungi terpisah, Chico enggan menjawab tegas soal hal itu. Namun, dia mengaku semula ingin meredakan ketegangan antara Silfester dengan Rocky.
                                                                          ""Intinya niatnya untuk menyudahi cekcok enggak berujung antara keduanya,"" kata Chico saat dihubungi, Kamis (4/9).
                                                                          Namun, Chico mengatakan ketegangan antara dirinya dengan Silfester sudah selesai. Dia mengaku sudah bersalaman dengan relawan Joko Widodo (Jokowi) itu.
                                                                          
                                                                          ""Alhamdulillah setelah adegan ini semua clear kok. Kita semua sudah bersalam-salaman dan lanjut ke segmen terakhir dengan closing statement masing-masing,"" katanya.
                                                                          CNNIndonesia.com sudah mencoba menghubungi Silfester. Namun, dia belum merespons.
                                                                          
                                                                          
                                                                          
                                                                          "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ," Kamis, 05 Sep 2024 07:15 WIB " ,Nasional
"Kaesang Akhirnya Muncul, Tapi Hanya Tersenyum saat Ditanya Jet Pribadi" ,"Ketua Umum PSI Kaesang Pangarepakhirnya muncul di hadapan publik setelah banyak pihak mempertanyakan keberadaan putra bungsu Presiden Jokowiitu di tengah sorotangaya hidup mewah dengan penggunaan jet pribadi.
                                                                          Sejumlah eksponen aktivis 98 bahkan sempat membuat aduan soal hilangnya Kaesang ke Polda Metro Jaya dengan tujuan untuk membantu KPKmencari keberadaan Kaesang.
                                                                          KPKdiketahui dalam proses penelaahan laporan terkait dugaan gratifikasi pesawat jet pribadi Kaesangdan sudah berniat mengundangnya untuk meminta klarifikasi lebih lanjut.
                                                                          Namun alih-alih menjawab pertanyaan publik, Kaesangmemilih bungkam soal gaduh penggunaan jet pribadi itu.
                                                                          
                                                                          Kaesang sejatinya memiliki dua kesempatan untuk memberikan pernyataan terkait polemik tersebut di DPPPSI, Rabu (4/9) kemarin, yakni saat tiba di DPP PSI untuk rapat membahas Pilkada serentak 2024 dan ketika pergi meninggalkan markas PSI itu usai rapat.
                                                                          Namun, Kaesang tak memberikan pernyataan apapun terkait kontroversi yang tengah menjadi sorotan publik itu.
                                                                          Saat tiba di DPP PSI, Kaesang hanya mengatakan akan rapat terlebih dahulu tanpa memberikan pernyataan lain.
                                                                          ""Rapat dulu, rapat dulu,"" kata Kaesang.
                                                                          Limajam berselang setelah rapat, Kaesang pun tak memberikan pernyataan apapun terkait polemik yang tengah hangat ini.
                                                                          Ia hanya menyapa wartawan yang telah menunggu dan berharap agar seluruh awak media sehat.
                                                                          ""Halo semua, selamat malam. Sehat-sehat semua,"" kata Kaesang singkat.
                                                                          
                                                                          Ketika dicecar oleh awak media tentang dugaan penggunaan jet pribadi hingga permintaan klarifikasi dari KPK Kaesang bungkam.
                                                                          Ia hanya tersenyum sembari langsung memasuki mobil tanpa mengucapkan kata apapun dan pergi meninggalkan lokasi.
                                                                          Sebelumnya, Kaesang diduga menggunakan jet pribadi bersama sang Istri Erina Gudono untuk berangkat ke Amerika Serikat.
                                                                          Hal tersebut pun viral dan menjadi sorotan publik yang membuat Kaesang sempat ""hilang"". Di saat yang bersamaan KPKmenyatakan kebutuhannya untuk meminta klarifikasi dari Kaesang soal dugaan penggunaan jet pribadi itu.
                                                                          ""Mengapa kami membutuhkan penjelasan dari saudara Kaesang terkait hal ini? Karena kami menduga patut diduga itu ada kaitannya dengan penyelenggara negara. Kan kita tahu orang tua dari Kaesang seperti itu,"" ucap Wakil Ketua KPK Alexander Marwata dalam jumpa pers di Gedung Merah Putih KPK, Jakarta, Jumat (30/8)."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ," Kamis, 05 Sep 2024 06:59 WIB " ,Nasional
