judul,tanggal,isi,kategori
KPK Periksa Gubernur Bengkulu Rohidin Mersyah," Minggu, 24 Nov 2024 00:32 WIB ","Komisi Pemberantasan Korupsi (KPK) melakukan pemeriksaan terhadap Gubernur Bengkulu Rohidin Mersyah di Mako Polresta Bengkulu, Sabtu (23/11) malam.""Seperti yang rekan-rekan sudah tahu juga, terakhir tiba di Mako Polresta, mungkin saat ini sudah sedang dalam pemeriksaan KPK, tinggal tunggu berita saja,"" kata Kapolresta Bengkulu Kombes Pol Deddy Nata menjawab pertanyaan jurnalis terkait pemeriksaan Rohidin, di Bengkulu.Rohidin tiba di Mako Polresta Bengkulu sekitar pukul 22.50 WIB dengan tiga mobil yang digunakan KPK. Deddy Nata pun membenarkan Rohidin merupakan orang terakhir sampai di Mako Polresta Bengkulu yang dibawa KPK.""Ya memang benar Rohidin masuk. Kita tunggu perkembangan lebih lanjut (dari KPK) ya,"" kata Deddy.

KPK memakai ruangan Polresta Bengkulu untuk melakukan pemeriksaan terhadap Rohidin Mersyah dkk.""Ruangan kami memang yang dipakai (untuk pemeriksaan), ruangan Mako Polresta Bengkulu, tapi bukan ruangan Kapolresta,"" kata dia.Kemudian, Deddy juga membenarkan sejumlah pengacara dari orang yang diperiksa KPK juga ikut mendatangi Polrestabes Bengkulu.

""Ya pengacara juga sudah datang, tapi kami sampaikan bahwa tidak bisa masuk ke dalam, karena memang bukan kegiatan Polresta. Jadi Polresta hanya mengamankan, segala sesuatunya itu tanggung jawab dari KPK,"" ucap Deddy.
Sebelumnya KPK dikabarkan melakukan operasi tangkap tangan sejumlah pejabat di Bengkulu. Namun hingga kini belum ada keterangan resmi dari KPK terkait hal tersebut.",nasional
"Survei Pilgub Kalteng: Agustiar-Edy 45,3%, Ungguli 3 Paslon Lain"," Minggu, 24 Nov 2024 00:19 WIB ","Survei Poltracking Indonesia menyebutkan elektabilitas pasangan calon gubernur (cagub) dan calon wakil gubernur (cawagub) Kalimantan Tengah (Kalteng) Agustiar Sabran-Edy Pratowo kokoh di puncak jelang pencoblosan 27 November 2024.
""Dalam simulasi Surat Suara pasangan calon Gubernur-Wakil Gubernur Kalimantan Tengah, Agustiar Sabran-Edy Pratowo memperoleh angka elektabilitas sebesar 45,3 persen,"" kata Peneliti Poltracking Indonesia Masduri dalam paparannya, Sabtu (23/11).
Sementara paslon Nadalsyah Koyem-Supian Hadi berada di posisi kedua dengan elektabilitas sebesar 23,5 persen. Posisi ketiga yakni Willyu Midel Yoseph-Habib Ismail bin Yahya dengan 20,6 persen.
""Posisi kedua dan ketiga bersaing ketat, ada pasangan Nadalsyah Koyem-Supian Hadi dengan 23,5 persen dan Willy Midel Yospeh-Habib Ismail bin Yahya dengan 20,6 persen,"" ujar Masduri.

Sementara itu, paslon nomor urut 4 yakni Abdul Razak-Sri Suwanto menjadi paling bontot di angka 4,7 persen.
Dengan hasil survei tersebut, menjadi bukti kekuatan Agustiar-Edy yang semakin digdaya menjelang pemilihan. Keduanya semakin potensial untuk memenangkan pertarungan Pilgub Kalteng 2024.
Temuan survei Poltracking Indonesia dilakukan pada tanggal 14 - 20 November 2024. Sampel pada survei ini adalah 1200 responden dengan margin of error +/-2.9 persen.

Ada tingkat kepercayaan 95 persen. Klaster survei menjangkau 14 kabupaten/kota di Kalimantan Tengah secara proporsional berdasarkan data jumlah Daftar Pemilih Tetap (DPT) 2024, sedangkan stratifikasi survei ini adalah proporsi jenis kelamin pemilih.
Pengumpulan data dilakukan oleh pewawancara terlatih melalui wawancara tatap muka dengan menggunakan teknologi aplikasi terhadap responden yang telah terpilih secara acak. Setiap pewawancara mewawancarai 10 responden untuk setiap satu desa/kelurahan terpilih.",nasional
Cagub Jatim Luluk Hamidah Klaim Unggul Survei Versi Media Sosial," Sabtu, 23 Nov 2024 23:10 WIB ","Calon gubernur Jawa Timur nomor urut 1 Luluk Nur Hamidah mengungkapkan rasa terharunya atas respons positif masyarakat Jatim kepadanya. Ia pun mengeklaim unggul di sejumlah survei versi media sosial.
Selama masa kampanye, kata Luluk, ia dan Lukmanul Khakim gencar membicarakan solusi yang bisa menjawab persoalan Jatim. Salah satunya tentang pemerataan ekonomi demi memperpendek jarak kesenjangan sosial masyarakat desa dengan perkotaan.
""Terakhir kami ini kampanye, ya, respons masyarakat luar biasa. Awalnya terkejut, tapi keterkejutan itu justru menimbulkan rasa ingin tahu. Setelah mereka tahu, mereka jatuh cinta. Itu yang kami rasakan dan dibuktikan dari berbagai survei, baik internal maupun yang dirilis media,"" kata Luluk di Jombang, Sabtu (23/11).
Luluk mengatakan, ide dan gagasannya ternyata membuahkan hasil, ia menuturkan elektabilitasnya bersama Lukman mengalami tren positif dilihat dari berbagai survei di media sosial.

Menurut Luluk, hal ini menjadi indikasi bahwa masyarakat Jatim menginginkan perubahan nyata, terutama terkait pemerataan pembangunan dan pengentasan kemiskinan.
""Di media sosial, survei-survei hampir selalu menunjukkan kemenangan kami. Itu menunjukkan harapan masyarakat bahwa Jatim akan ada perubahan dan kemajuan, terutama dalam mengatasi kesenjangan yang masih sangat tajam,"" tambahnya.
Ia menjelaskan kesenjangan di Jatim tidak hanya terjadi antara wilayah perkotaan dan pedesaan, tetapi juga antara pusat pemerintahan dan daerah-daerah seperti Mataraman, Pantura, Tapal Kuda, dan Madura. Wilayah-wilayah ini kerap merasa terpinggirkan dalam pembangunan.
""Daerah-daerah seperti Jombang, Madiun, Ponorogo, Ngawi, Pacitan, Trenggalek, serta wilayah Pantura, Tapal Kuda, dan Madura masih merasakan kesenjangan yang signifikan. Ini yang harus kita jembatani dengan pemikiran dan gagasan baru,"" kata dia.




Luluk menekankan solusi terbaik untuk mengatasi kesenjangan adalah dengan menghadirkan kepemimpinan baru yang lebih segar dan adaptif terhadap kebutuhan masyarakat.
Luluk-Lukman pun menawarkan program-program yang berfokus pada pengentasan kemiskinan dan pemerataan pembangunan di seluruh wilayah Jatim.
""Kami siap menawarkan gagasan-gagasan yang fresh untuk mempersempit jarak kesenjangan. Selain itu, kami juga berkomitmen untuk menuntaskan isu kemiskinan yang masih sangat tinggi di banyak wilayah,"" ucapnya.
Luluk juga menjanjikan gaya kepemimpinan yang dekat dengan masyarakat. Ia berjanji jika terpilih, dia akan lebih sering turun langsung ke masyarakat daripada hanya berdiam di kantor gubernur.
""Kami siap memimpin dengan jiwa baru, semangat antikorupsi, dan kepemimpinan yang dekat dengan masyarakat. Kantor gubernur akan kami pastikan menjadi kantor rakyat yang benar-benar menghadirkan solusi atas persoalan mereka,"" katanya.

Ia percaya bahwa Jatim membutuhkan perubahan yang mendesak untuk menghadapi tantangan-tantangan ke depan. Ia pun mengajak masyarakat memilih Luluk-Lukman 27 November demi terwujudnya provinsi yang lebih inklusif dan berkeadilan.
""Kami mohon doa restu kepada seluruh masyarakat Jatim. Kami siap memimpin dengan semangat baru untuk menjadikan Jatim lebih baik, merata, dan sejahtera,"" katanya.",nasional
KPK Dikabarkan OTT Sejumlah Pejabat di Bengkulu," Sabtu, 23 Nov 2024 22:39 WIB ","Komisi Pemberantasan Korupsi (KPK) dikabarkan melakukan operasi tangkap tangan (OTT) terhadap sejumlah yang diduga pejabat tinggi di lingkungan pemerintah daerah di Bengkulu.
Kapolresta Bengkulu Kombes Pol Deddy Nata membenarkan ada pemeriksaan yang dilakukan KPK di Mapolresta Bengkulu, Sabtu (23/11).
""Iya betul KPK, cuma untuk kegiatannya kita tunggu sebentar. Untuk jumlahnya saya belum tahu, kita tunggu saja dulu. Karena yang melakukan kegiatan bukan Polresta Bengkulu dan saya tidak tahu apa-apa kegiatannya, mohon rekan-rekan wartawan sabar dulu sambil menunggu perkembangan lebih lanjut,"" ujar dia di Kota Bengkulu.Ia mengatakan Polresta Bengkulu hanya melakukan pengamanan kegiatan, sedangkan untuk isi kegiatan yang dilakukan oleh KPK tersebut pihaknya tidak mengetahui.

""Nanti gini saja, kita tunggu perkembangan lebih lanjut saja. Kita tunggu berita lebih lanjut perkembangan situasinya. Jadi kan Polresta Bengkulu mengamankan kegiatan untuk apa isi kegiatan, ini kita menunggu waktu dulu, nanti baru ada keterangan lebih lanjut,"" terangnya.Dikutip Antara, pukul 16.00 datang dua unit mobil dengan plat nomor B 1506 TJS dan BD 1612 EK yang membawa empat orang yang dijaga ketat oleh Unit Samapta Polresta Bengkulu.Satu orang dibawa melalui Aula Endra Dharmalaksana Polresta Bengkulu dan tiga orang lainnya dibawa melalui lobi Polresta Bengkulu.
",nasional
Jokowi dan Zulhas Datangi Acara Doa Bersama Luthfi-Yasin di Semarang," Sabtu, 23 Nov 2024 22:00 WIB ","Presiden ketujuh RI, Joko Widodo (Jokowi) bersama Ketua Umum PAN Zulkifli Hasan (Zulhas) terlihat hadir di acara 'Doa Bersama untuk Jawa Tengah' yang digelar tim Paslon nomor urut 2 Pilgub Jateng Ahmad Lufhfi-Taj Yasin di Simpang Lima, Semarang, Sabtu (23/11) petang.
Kedatangan Jokowi-Zulhas itu pun disambut peserta doa bersama pendukung paslon yang diusung KIM Plus itu untuk Pilgub Jateng 2024.
""Jokowi...Jokowi...Pak Luthfi...Pak Luthfi,"" cuplikan teriakan massa yang terdengar.
Jokwi dan Zulhas la ngsung naik panggung, dan langsung disambut Taj Yasin. Dua orang itu lalu diantar cawagub petahana tersebut guna bersalaman dengan sejumlah tokoh muslim seperti KH Anwar Mansyur, KH Nurul Huda, KH Abdulloh Ubab, KH Haris Shodaqoh, KH Chalwani, dan Gus Kautsar.

Dalam acara ini, Zulhas yang diberi kesempatan berbicara menyampaikan dirinya sebagai Ketua Umum PAN juga mengajak beberapa kadernya ke acara seperti itu seperti Eko Patrio, Primus Yusitisio, dan Uya Kuya.
""Kita semua ingin melanjutkan pembangunan yang diletakkan Pak Jokowi. Jateng dibangun dari pusat,"" kata Zulhas di atas panggung.
Zulhas juga menyinggung dukungan Ketua Umum Gerindra yang saat ini menjabat Presiden RI Prabowo Subianto terhadap paslon Luthfi-Taj Yasin.
Dalam kesempatannya berbicara, Taj Yasin menyampaikan terima kasih atas kehadiran para Ulama dan Kyai dari berbagai daerah di Jawa Tengah termasuk dari Jawa Timur serta para santri, muslimat, dan fatayat.
""Saya dengan Mas Luthfi tentunya berterima kasih dengan kehadiran para Kyai, Ulama, sesepuh Umat dan saudaraku para santri, muslimat dan fatayat. Kami berharap dukungan panjenengan sekalian di tanggal 27 November nanti, dimana saya dengan mas Luthfi bisa menang di Pilgub Jateng"", ujar Gus Yasin.
Pada Pilgub Jateng 2024, Luthfi--yang merupakan eks Kapolda Jateng--dan Taj Yasin berhadapan dengan paslon yang diusung PDIP, yakni duet eks Panglima TNI Andika Perkasa dan eks Wali Kota Semarang Hendrar Prihadi. Andika-Hendrar diketahui sama-sama sebagai kader PDIP.

",nasional
"Hari Terakhir Kampanye: Risma Minta Maaf, Gus Hans Temui Warga Tengger"," Sabtu, 23 Nov 2024 21:41 WIB ","Pasangan calon gubernur dan calon wakil gubernur Jawa Timur nomor urut 3 Tri Rismaharini-Zahrul Azhar Asumta (Gus Hans), tidak menggelar kampanye akbar di hari terakhir kampanye atau menjelang masa tenang.
Risma berniat untuk beristirahat atau tidur di hari terakhir kampanye. Dia sama sekali tidak membahas perihal kampanye akbar.
""Persiapan [kampanye hari terakhir] iki piye (ini gimana), mau tidur, tidur,"" kata Risma sembari tertawa, saat ditemui di sebuah rumah makan kawasan Gubeng, Surabaya, Sabtu (23/11).
Risma mengatakan selama 60 hari berkeliling Jatim bersama Gus Hans, ia banyak menerima masukan dari masyarakat dan mendengar keluhan soal permasalahan yang harus diselesaikan.

""Saya dan Gus Hans menyampaikan permintaan maaf kalau selama kampanye ini kami ada yang kurang berkenan di hati seluruh warga masyarakat Jawa Timur,"" ucapnya.
Risma berterima kasih kepada seluruh pihak yang selama ini bekerja keras, mendukung pencalonan dirinya di Pilgub Jatim. Baik untuk pihak yang sudah terang-terangan mendukung, maupun membantu doa.
""Kedua saya ingin menyampaikan terima kasih kepada seluruh pihak yang telah membantu kami di lapangan. Ada yang memang terang-terangan, namun ada juga yang melalui doa, tidak menampakkan secara fisik. Kami ucapkan Terima atas support dan dukungannya kepada kami berdua,"" lanjutnya.
Selama 60 hari keliling kampanye di Jatim, Risma mengatakan banyak menerima berbagai masukan serta keluhan yang dialami masyarakat. Ia ingin, hal itu bisa segera teratasi ketika dirinya diberi kepercayaan menjadi gubernur Jatim terpilih.
""Dan yang ketiga, saya ingin menyampaikan mohon doa dan dukungannya nanti pada tanggal 27 November 2024,"" ucap Risma.
""Saya melihat banyak sekali permasalahan permasalahan yang kami temukan di lapangan, yang menurut saya rakyat membutuhkan dukungannya karena ini sangat sangat mendasar di dalam kehidupan warga Jawa Timur,"" kata dia.

Sementara itu, Gus Hans mengaku, di hari terakhir kampanye, dia akan menemui komunitas masyarakat Tengger, atau penduduk asli Bromo. Dia sengaja ingin mendengarkan suara minoritas menjelang masa tenang tersebut.
""Saya mau menuju ke komunitas Tengger, saya mau akhiri [kampanye] dengan masyarakat minoritas. Kalau yang lain kumpulkan mayoritas, kalau saya perhatikan minoritas,""kata Gus Hans.",nasional
Relawan Pramono-Rano Belok Dukung RK-Suswono di Hari Terakhir Kampanye," Sabtu, 23 Nov 2024 21:18 WIB ","Kelompok relawan pendukung calon gubernur dan wakil gubernur Jakarta nomor urut 3, Pramono Anung-Rano Karno mengalihkan dukungan ke Ridwan Kamil-Suswono (RIDO).
Momen deklarasi berbelok arah dukungan itu terjadi di kampanye akbar pamungkas RIDO di Lapangan Banteng, Jakarta, Sabtu (23/11).
""Hari ini saya Sekjen Sobat Mas Pram-Bang Doel mendeklarasikan mendukung Ridwan Kamil dan Suswono untuk gubernur dan wakil gubernur DKI Jakarta,"" kata Sekjen Sobat Mas Pram-Bang Doel, Yahya Ibnu Sabil dalam orasinya.
Yahya mengatakan Jakarta membutuhkan sosok pemimpin yang baru dan mampu memimpin secara berkeadilan ke seluruh pihak.

Ia menilai RIDO mampu membawa Jakarta menjadi kota yang maju ke depan.
Pada kesempatan itu, secara seremonial mereka yang sebelumnya relawan Pramono-Rano itu pun berganti baju dan mengenakan rompi RIDO yang dikenakan langsung oleh Ketua Timses RIDO, Riza Patria.
Riza menyambut baik dukungan itu dan berterima kasih ke mereka. Eks Wagub Jakarta itu pun berharap mereka akan membantu pemenangan RIDO nanti.
Pada hari ini, RK-Suswono menggelar kampanye akbar pamungkas di Lapangan Banteng, Jakarta pada hari terakhir masa kampanye Pilkada serentak 2024.
Pemungutan suara Pilkada serentak 2024 tinggal menghitung hari. Pengambilan suara akan dilaksanakan pada 27 November mendatang.

RK-Suswono jadi salah satu kontestan di Pilkada Jakarta 2024. Mereka diusung koalisi besar mulai dari Gerindra, PKS, Golkar, Demokrat, NasDem, PSI, hingga PKB.
Mereka menghadapi Pramono Anung-Rano Karno yang didukung PDIP dan Hanura serta Dharma Pongrekun-Kun Wardana yang maju lewat jalur perseorangan atau independen.",nasional
Bawaslu Rekomendasi KPU Batalkan Pencalonan Paslon 1 di Pilkada Madina," Sabtu, 23 Nov 2024 21:00 WIB ","Bawaslu mengeluarkan surat rekomendasi kepada Komisi Pemilihan Umum (KPU) untuk membatalkan pencalonan pasangan calon nomor urut 1 Saipullah Nasution dan Atika Azmi Utammi dalam Pilkada Kabupaten Madina 2024.
Komisioner Bawaslu Sumut, Boang Manalu mengatakan rekomendasi itu dikeluarkan Bawaslu Madina tertanggal 22 November 2024. Dalam rekomendasinya, Bawaslu Madina meminta KPU membatalkan pencalonan Saipullah Nasution dan Atika Azmi Utammi berdasarkan Peraturan Komisi Pemilihan Umum Nomor 8 Tahun 2024 juncto  Surat Ketua Komisi Pemilihan Umum Republik Indonesia Nomor: 1536/PL.02.2-SD/05/2024.

""Rekomendasi ini dikeluarkan setelah ditemukan bahwa paslon tersebut belum memenuhi syarat (BMS) dan/atau tidak memenuhi syarat (TMS) sebagaimana diatur dalam peraturan KPU terkait pencalonan,"" ujarnya kepada CNNIndonesia.com, Sabtu (23/11).
Dalam surat rekomendasi yang dikeluarkan Bawaslu Madina, menyebutkan terhadap Laporan Nomor Register: 008/Reg/LP/PB/Kab/02.17/XI/2024 Terlapor (Ketua dan Anggota Komisi Pemilihan Umum Kabupaten Mandailing Natal) diduga melanggar ketentuan Pasal 14 Ayat (2) Huruf i dan Pasal 20 Ayat (2) huruf c Peraturan Umum/ Komisi Pemilihan Umum Nomor 8 Tahun 2024 Junto Surat Ketua Komisi Pemilihan Umum Republik Indonesia Nomor: 1536/PL.02.2-SD/05/2024;
""Bahwa Terlapor diduga melanggar Administratif Pemilihan,"" tulisnya.

Surat rekomendasi itu menyatakan terhadap tindakan atau perbuatan terlapor yang menyatakan berkas dokumen (Tanda Terima LHKPN) Calon Bupati Mandailing Natal atas nama Saipullah Nasution memenuhi syarat pada 14 September 2024 sebagai Calon Bupati Kabupaten Madina pada Pilkada Madina Tahun 2024 merupakan pelanggaran administratif pemilihan.
""Hal ini berdasarkan Peraturan Komisi Pemilihan Umum Nomor 8 Tahun 2024 Junto Surat Ketua Komisi Pemilihan Umum Republik Indonesia Nomor: 1536/PL.02.2-SD/05/2024,"" uraian dalam surat itu.
Oleh karena itu, Bawaslu Madina merekomendasikan kepada Terlapor untuk menyatakan pasangan Saipullah Nasution dan Atika Azmi Utammi belum memenuhi syarat dan/atau tidak memenuhi syarat sebagai pasangan calon Bupati dan Wakil Bupati Kabupaten Mandailing Natal pada Pilkada Mandailing Natal Tahun 2024.
""Agar Terlapor mengambil langkah dan/ atau tindakan hukum/ administratif sebagai tindak lanjut dari pelaksanaan rekomendasi ini,"" paparnya.
Ketua KPU Sumut, Agus Arifin membenarkan bahwa Bawaslu Kabupaten Madina mengeluarkan surat rekomendasi yang meminta KPU Kabupaten Madina untuk menyatakan paslon dimaksud BMS (belum memenuhi syarat ) atau TMS (Tidak memenuhi Syarat).
""Untuk itu KPU Provinsi Sumut meminta KPU Kabupaten Madina untuk terlebih dahulu melakukan telaah atau kajian terhadap rekomendasi Bawaslu Kabupaten Madina,"" tegasnya.
Pilkada Madina ada dua Paslon yang bersaing antara lain Saipullah Nasution - Atika Azmi Utammi Nasution diusung PKS, PKB, Demokrat, Nasdem, PPP, dan Perindo. Kemudian Paslon Harun Mustafa Nasution - Muhammad Ichwan diusung Partai Gerindra dan Golkar.
CNNIndonesia.com belum mendatakan pernyataan resmi dari paslon Saipullah-Atika Azmi maupun partai pendukungnya merespons rekomendasi Bawaslu Madina itu.
",nasional
Ahok hingga Keluarga Anies Hadiri Kampanye Akbar Mas Pram-Bang Doel," Sabtu, 23 Nov 2024 20:43 WIB ","Mantan Gubernur DKI Jakarta Basuki Tjahaja Purnama (Ahok) serta mantan Gubernur dan mantan Dubes Jerman Fauzi Bowo menghadiri Kampanye Akbar Terakhir Calon Gubernur (Cagub) dan Calon Wakil Gubernur (Cawagub) Pramono Anung (Mas Pram) dan Rano Karno (Bang Doel) di Stadion Madya Senayan, Jakarta pada Sabtu (23/11).
""Kampanye Akbar ini juga dihadiri Pak Ahok, Bang Foke, keluarga Mas Anies (Anies Baswedan), keluarga Bang Yos (Sutiyoso),"" kata Mas Pram saat membuka kampanye.
Sekitar pukul 09.45 WIB, Mas Pram dan Bang Doel memasuki area Kampanye Akbar diiringi barisan marching band yang membawakan instrumental lagu Si Doel Anak Sekolahan. Langkah Mas Pram dan Bang Doel menuju panggung utama pun disambut sorak sorai massa di depan panggung.
Ketua Tim Pemenangan Mas Pram-Bang Doel, Lies Hartono atau Cak Lontong mengatakan, meski dirinya seorang pelawak, tetapi tugas sebagai ketua Tim Pemenangan dijalaninya dengan serius.
""Tapi saya menyampaikan pesan dengan ceria, gembira, riang gembira dan bahagia, itulah tugas saya. Tidak ada sedikitpun niat untuk bercanda, karena ini menyangkut nasib seluruh warga Jakarta,"" katanya.
Cak Lontong mengungkapkan optimisme, Mas Pram dan Bang Doel akan memimpin Jakarta untuk 5 tahun ke depan.
""Saya selama ini membawa pesan dari beliau, dengan program-program beliau yang semuanya tidak lain dan tidak bukan adalah untuk menyelesaikan seluruh masalah dari bawah warga Jakarta. Mas Pram ingin warga Jakarta bahagia,"" ujar Cak Lontong.",nasional
Firli Bahuri Kembali Diperiksa Soal Kasus SYL Kamis Depan," Sabtu, 23 Nov 2024 20:40 WIB ","Polda Metro Jaya akan kembali memeriksa mantan Ketua KPK Firli Bahuri terkait kasus dugaan pemerasan terhadap eks Mentan Syahrul Yasin Limpo (SYL) dalam kapasitasnya sebagai tersangka pada Kamis (28/11).
""Jadi penyidik telah menjadwalkan atau mengagendakan pemeriksaan atau permintaan keterangan tambahan terhadap Tersangka FB [Firli Bahuri] pada hari Kamis tanggal 28 November 2024,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi di Polda Metro Jaya, Sabtu (23/11).

Ade Ary menyampaikan pemeriksaan Firli dijadwalkan dilakukan Pukul 10.00 WIB di gedung Bareskrim Polri.
Ia menyebut telah menyampaikan surat panggilan pemeriksaan itu ke Firli pada Rabu (20/11).
""Ini merupakan surat panggilan kedua terhadap Tersangka FB di mana sebelumnya tidak dihadiri dengan suatu alasan yang disampaikan kepada penyidik,"" kata dia.
Polda Metro Jaya menetapkan Firli sebagai tersangka kasus pemerasan terhadap eks Menteri Pertanian Syahrul Yasin Limpo pada 22 November 2023.

Dalam kasus ini, pensiunan jenderal bintang tiga Polri itu diduga melanggar Pasal 12 e dan atau Pasal 12 B dan atau Pasal 11 UU Tipikor juncto Pasal 65 KUHP denga ancaman maksimal hukuman penjara seumur hidup.
Namun, setahun berstatus tersangka, tak ada perkembangan berarti dalam proses penyidikan yang dilakukan Subdit Tipidkor Ditreskrimsus Polda Metro Jaya.
Penyidik tercatat dua kali mengirimkan berkas perkara ke Kejaksaan Tinggi (Kejati) DKI Jakarta dan dua kali pula dikembalikan karena dinilai belum lengkap.
Pada Februari lalu, Firli tercatat sempat kembali dipanggil untuk diperiksa guna melengkapi berkas perkara sesuai petunjuk jaksa. Namun, dua kali ia tak hadir.





Di sisi lain, Polda Metro Jaya dan Kejaksaan Tinggi DKI Jakarta kini digugat ke Pengadilan Negeri Jakarta Selatan lantaran tak kunjung merampungkan kasus tersebut.
Gugatan dilayangkan ke Pengadilan Negeri (PN) Jakarta Selatan oleh Lembaga Pengawasan, Pengawalan, dan Penegakan Hukum Indonesia (LP3HI) serta Masyarakat Anti Korupsi (MAKI) dan terdaftar dengan nomor 116/Pid.Pra/2024/PN JKT.SEL.",nasional
Kaesang Datang Kampanye Khofifah-Emil: Lanjutkan Lagi Satu Periode," Sabtu, 23 Nov 2024 20:29 WIB ","Ketua Umum PSI Kaesang Pangarep hadir dalam kampanye terakhir Calon Gubernur dan Wakil Gubernur Jawa Timur nomor urut 2 Khofifah Indar Parawansa-Emil Dardak, di Jatim Expo Surabaya, Sabtu (23/11).
Usai acara, Kaesang mengatakan, kehadirannya ini adalah bentuk dukungan nyata ke Khofifah-Emil. Ia mengaku sengaja datang ke kampanye ini meski baru tiba dari Jayapura.

""Dari awal kami mendukung Ibu Khofifah untuk melanjutkan kepemimpinan beliau untuk di Jawa Timur. Jadi ya penutupan harus datang meskipun jauh-jauh dari Jayapura,"" kata Kaesang.
Putra bungsu Presiden ke-7 RI Joko Widodo (Jokowi) itu mengatakan, kepemimpinan Khofifah-Emil sudah berjalan baik selama lima tahun terakhir. Dan hal itu menurutnya harus di lanjutkan.

""Sudah sangat baik, makanya harus dilanjutkan lagi satu periode supaya ada penyempurnaan yang lebih baik ke depannya,"" ucapnya.
Ia pun mengajak seluruh masyarakat Jatim agar memilih pasangan calon petahana ini pada Rabu, 27 November 2024.
""Untuk seluruh warga Jawa Timur jangan lupa di tanggal 27 November nanti coblos nomor 2 Ibu Khofifah dengan Mas Emil Dardak. Khofifah-Emil, lanjutkan,"" kata Kaesang.

Khofifah dan Emil menjalani hari terakhir kampanye dengan menggelar 'Dzikir, Sholawat dan Doa Bersama Menyambut Kemenangan Khofifah-Emil' di Jatim Expo, Surabaya, Sabtu (23/11).
Pantauan CNNIndonesia.com, Khofifah, Emil dan istrinya Arumi Bachsin, serta jajaran kiai, bu nyai berada di atas panggung. Ada pula tim pemenangan dan partai pengusung.
Terlihat ribuan massa yang sebagian besarnya ibu-ibu memadati Jatim Expo. Mereka khidmat melantunkan zikir hingga selawat, dengan iringan musik hadroh.
""Jawa timur maju, Khofifah berprestasi, itu sudah pasti, salam dua jari,"" kata salah seorang pelantun selawat.
Sementara itu, Khofifah dalam sambutannya mengucapkan terima kasih kepada para ulama, parpol dan massa yang hadir. Ia berharap hal ini bisa menguatkan kemenangannya bersama Emil dengan signifikan.
""Mudah-mudahan ini menguatkan kemenangan Khofifah-Emil secara signifikan,"" kata Khofifah.
Khofifah dan Emil memohon doa dan dukungan agar kepemimpinan mereka bisa berlanjut ke periode kedua. Hal itu juga agar keduanya bisa mewujudkan visi menjadikan Jatim menjadi Gerbang Baru Nusantara.
""Hari ini kita bersama-sama sedang menyiapkan Jatim menjadi Gerbang Baru Nusantara,"" ucapnya.
""Banyak kiai-kiai sepuh, bu nyai-bu nyai sepuh, memberikan doa menguatkan perjalanan kita untuk menjemput Indonesia Emas 2045,"" pungkasnya.",nasional
Said Abdullah Optimis Pilkada 2024 di Jatim Berjalan Demokratis," Sabtu, 23 Nov 2024 20:19 WIB ","Ketua DPD PDI Perjuangan Jawa Timur, Said Abdullah mengajak seluruh calon kepala daerah untuk menghargai perbedaan dan memperkuat silaturahmi dengan semua pihak yang terlibat dalam pemilihan kepala daerah (Pilkada) 2024 pada 27 November mendatang.
""Mengajak seluruh kontestan, para calon kepala daerah, khususnya yang diusung oleh PDI Perjuangan di Jawa Timur menguatkan soliditas, mempersiapkan pengamanan suara, dan menjaga suasana menuju hari H pilkada hingga tahapan akhir pilkada dengan semangat dan sikap yang bijaksana,"" kata Said dalam rilis resmi, Sabtu (23/11).
Said menilai, proses tahapan Pilkada telah dipersiapkan dengan baik oleh penyelenggara. Untuk itu, dirinya menyampaikan apresiasi kepada KPU, Bawaslu, kepolisian, dan TNI yang terus menjaga Pilkada di Jatim berjalan sukses dan berkualitas.
Said menyatakan, PDIP Jatim mendukung agar pelaksanaan Pilkada serentak berlangsung dengan aman, jujur dan adil, serta demokratis.
Sedangkan kepada para kader PDIP Jatim, khususnya calon kepala dan wakil kepala daerah yang diusung PDIP, Said meminta agar mereka mengedepankan peraturan dan perundang-undangan saat menghadapi dinamika Pilkada.

""Seperti keteladanan yang dicontohkan oleh Ibu Megawati Soekarnoputeri yang senantiasa patuh dan menjunjung tinggi hukum,"" katanya.
Jelang penyelenggaraan Pilkada 2024 yang hanya tinggal menghitung jari, Said juga mendorong seluruh kader bersama cakada-cawakada yang diusung PDIP menggalang suara rakyat dengan menghindari konflik dengan pihak-pihak lain.
""Kembangkan sikap tabayun sebagaimana yang di ajarkan oleh para ulama di Jawa Timur,"" ujar Said.
Lebih jauh, Said mengingatkan para cakada dan cawakada dari PDIP Jatim untuk berkoordinasi ke dalam, yakni ke seluruh 3 pilar partai, termasuk dengan pimpinan partai yang bekerja sama dengan PDIP, serta dengan jajaran Pimpinan KPU, Bawaslu, Kepolisian, TNI di daerah masing-masing.
""Aman, tertib dan damai, serta Pilkada berjalan sesuai aturan perundang-undangan, dambaan kita semua dan masyarakat Jawa Timur,"" pungkas Said.",nasional
FOTO: Kampanye Akbar Ridwan Kamil-Suswono di Lapangan Banteng,"Sabtu, 23 Nov 2024 20:15 WIB","Paslon nomor urut 1 Pilgub Jakarta, Ridwan Kamil dan Suswono melakukan kampanye akbar ""Satu1n Jakarta"" di Lapangan Banteng, Jakarta, Sabtu, 23 November 2024.googletag.cmd.push(function() { googletag.display('div-gpt-ad-1621402367069-0'); });",nasional
