judul,isi,tanggal,kategori
Gunung Marapi Sumbar Erupsi 1 Menit 13 Detik,"Gunung Marapiyang berada di Sumatera Barat, mengalami erupsi, Minggu (15/9) siang.
Pos Pengamat Gunung Api (PGA) Marapi mencatat, erupsi terjadi pukul 11.56 WIB, disertai lontaran abu vulkanik setinggi 300 meter dari atas puncak.
""Telah terjadi erupsi Gunung Marapi, Sumatera Barat pada tanggal 15 September 2024 pukul 11:56 WIB dengan tinggi kolom abu teramati lebih kurang 300 meter di atas puncak,"" kata petugas PGA Marapi, Teguh Purnomo dalam keterangan kepada CNNIndonesia.com.
Erupsi terekam berlangsung selama 73 detik, atau 1 menit 13 detik.

Ia menyebut, letusan disertai lontaran abu vulkanik tebal.
""Kolom abu teramati berwarna kelabu dengan intensitas tebal condong ke arah utara dan timur laut,"" katanya
""Erupsi ini terekam di seismogram dengan amplitudo maksimum 3 milimeter dan durasi sekitar 1 menit 13 detik,"" tambah Teguh.
Marapi kembali menunjukkan aktivitas dalam dua hari terakhir. Sepanjang Sabtu (14/9) Marapi tercatat erupsi dua kali dan mengeluarkan 21 kali gempa hembusan.

Gunung Marapi sudah berada pada status Level II atau waspada sejak Senin (1/7) lalu. Meski begitu, masyarakat di sekitar Marapi ataupun pengunjung lainnya, dilarang memasuki dan melakukan kegiatan di dalam wilayah radius 3 kilometer dari pusat aktivitas atau kawah verbeck.
Masyarakat yang bermukim di sekitar lembah atau aliran bantaran sungai-sungai yang berhulu di puncak gunung, juga diminta selalu mewaspadai potensi ancaman bahaya lahar yang dapat terjadi terutama di saat musim hujan."," Minggu, 15 Sep 2024 13:43 WIB ",Nasional
Polisi Bakal Periksa Nikita Mirzani soal Laporan ke Vadel Badjideh,"Polisi bakal memeriksa keterangan dari Nikita Mirzaniterkait laporannya terhadap Vadel Alfajar Badjideh(VAB) soal dugaan persetubuhan anak di bawah umur dan aborsi.
Laporan tersebut dilayangkan oleh Nikita ke Polres Metro Jakarta Selatan. Korban dalam kasus ini merupakan anak Nikita sekaligus mantan pacar dari Vadel, LMM.
""Itu (pemeriksaan Nikita) dijadwalkan tentunya, (pemeriksaan) dimulai dari pelapor pastinya,"" kata Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi kepada wartawan, Minggu (15/9).
Penyidik juga akan meminta keterangan dari sejumlah saksi untuk mengusut laporan tersebut. Termasuk, melakukan pengecekan ke lokasi kejadian.

Saat ini penyidik masih terus melakukan pendalaman. Setelah keterangan saksi dan bukti terkumpul, barulah penyidik akan melakukan gelar perkara untuk melihat apakah ada unsur pidana dalam laporan ini.
""Dilakukan pendalaman apakah peristiwa ini ada dugaan tindak pidana atau tidak,"" ucap dia.
Laporan yang dilayangkan Nikita itu bermula saat ia mendapati sebuah foto yang menunjukkan korban dalam keadaan hamil.
""Kejadian berawal dari pelapor (Nikita) sebagai orang tua korban mendapati foto korban sedang hamil dari saksi C dan korban (LM) telah melakukan aborsi sebanyak dua kali atas suruhan terlapor (Vadel),"" kata Ade Ary, Jumat (13/9).
Nikita selaku orang tua LM merasa dirugikan dan akhirnya mengambil langkah hukum. Ia melaporkan Vadel terkait dugaan tindak pidana persetubuhan anak di bawah umur dan aborsi.

""Dugaan tindak pidana persetubuhan anak di bawah umur dan atau aborsi tidak sesuai ketentuan yang dilakukan oleh terlapor terhadap korban,"" ucap dia.
Laporan Nikita itu terdaftar dengan nomor LP/B/2811/IX/2024/SPKT/POLRES METRO JAKSEL/POLDA METRO JAYA.
Nikita melaporkan terkait dugaan pelanggaran Pasal 76D dan atau Pasal 77 A Jo 45 A UU Nomor 35 Tahun 2014 tentang Perlindungan Anak dan atau 421 KUHP Jo Pasal 60 UU Nomor 17 Tahun 2023 tentang Kesehatan dan atau Pasal 346 KUHP Juncto 81 KUHP.
Nikita turut menyertakan barang bukti berupa foto untuk memperkuat laporan yang dilayangkan ke polisi.
"," Minggu, 15 Sep 2024 13:33 WIB ",Nasional
Bawaslu Tolak Gugatan Dico Ganinduto soal Pendaftaran Pilkada Kendal,"BawasluKendal memutuskan menolak gugatan paslon Dico Ganinduto-Ali Nurudin dalam sengketa pendaftaran Pilkada Kendal 2024.
Putusan tersebut disampaikan dalam musyawarah terbuka di kantor Bawaslu Kendal, Sabtu (14/9).
""Bawaslu Kendal menolak permohonan pemohon secara keseluruhan berdasarkan fakta-fakta persidangan yang sudah tersaji dalam persidangan dan sesuai dengan perundang-undangan yang berlaku,"" kata Ketua Bawaslu Kendal Hevy Indah Oktaria.
Hevy menjelaskan Bawaslu Kendal mengacu pada PKPU 08 Tahun 2024 tentang Pemilihan Kepala Daerah bahwa setiap parpol hanya bisa mengajukan satu paslon saja dan tidak dapat mencabut atau mengalihkan dukungan kepada paslon lain.

Menurut Hevy, langkah yang dilakukan oleh KPU Kendal dengan menolak atau mengembalikan berkas pendaftaran Dico-Ali sudah benar dan sah karena sesuai dengan perundang-undangan dan peraturan yang berlaku.
""Jadi putusan kami ini juga mengacu pada PKPU 08 Tahun 2024 tentang Pemilihan Kepala Daerah bahwa setiap parpol hanya bisa mengajukan satu paslon saja dan tidak dapat mencabut atau mengalihkan dukungan kepada paslon lain,"" jelasnya.
""Yang dilakukan KPU Kendal itu sah karena sudah sesuai dengan perundang-undangandan peraturan yang berlaku,"" sambungnya.
Dalam sidang putusan sengketa, pihak pemohon yakni paslon Dico-Ali, tidak hadir dan hanya diwakili oleh kuasa hukumnya, Fajar Saka.
Menanggapi putusan tersebut, kuasa hukum Dico-Ali, Fajar Saka mengatakan merasa kecewa dengan putusan Bawaslu Kendal.
""Tentunya kami selaku kuasa hukum dari paslon Dico-Ali merasa kecewa dengan putusan Bawaslu tapi apapun itu, kami tetap menghormati proses hukum,"" kata kuasa hukum paslon Dico-Ali, Fajar Saka.
Atas putusan tersebut, kata Fajar, Dico-Ali masih belum memutuskan mengajukan banding ke PTTUN .
""Proses hukum telah memberikan ruang kepada kami selaku pemohon untuk menyikapi lebih lanjut yang disampaikan oleh majelis bahwa pemohon mempunyai hak untuk mengajukan banding PTTUN dan diberikan waktu tiga hari,"" sambungnya.




""Saya belum bisa putuskan apakah akan banding atau menerima putusan tersebut. Saya akan laporkan dulu ke Pak Dico dan Pak Ali,"" terangnya.
Sementara Ketua KPU Kendal, Khasanudin mengatakan putusan majelis musyawarah sudah sesuai dengan aturan mekanisme yang ada dan sesuai dengan perundang-undangan yang berlalu dengan menolak pendaftaran paslon Dico-Ali.
""Semua sudah sesuai dengan aturan mekanisme yang ada dan sesuai dengan apa yang ada dalam aturan. Putusan Bawaslu ini merupalan pendukung dari keputusan pada saat pendaftaran kemarin,"" katanya.
Sengketa pilkada ini berawal saat pendaftaran bacabup-bacawabup Kendal, Dico Ganinduto-Ali Nurudin yang diusung oleh PKB ditolak oleh KPU Kendal.

Padahal, sebelumnya PKB juga sudah datang ke KPU menyertai pasangan Dyah Kartika Permana Sari-Benny Karnadi untuk mendaftar maju Pilkada Kendal.
Munculnya rekomendasi ganda inilah yang menjadi akar permasalahan.KPU Kendal kemudian menolak pendaftaran Dico, dengan alasan PKB sudah memberikan dukungannya kepada calon lain."," Minggu, 15 Sep 2024 13:07 WIB ",Nasional
Titik Hotspot di Kalbar Naik Drastis dari 150 Jadi 827,"Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) kembali melaporkan peningkatan signifikan jumlah titik panas (hotspot) di Provinsi Kalimantan Barat (Kalbar) seiring dengan berkurangnya intensitas hujan dalam beberapa hari terakhir.
BMKG mengimbau masyarakat di Kalbar untuk tetap waspada terhadap risiko kebakaran hutan dan lahan yang berpotensi meningkat seiring bertambahnya jumlah hotspot di tengah rendahnya curah hujan.""Berdasarkan data terbaru, jumlah hotspot di Kalbar melonjak dari 150 titik pada Kamis (12/9/2024) pukul 23.00 WIB menjadi 827 titik pada Jumat (13/9/2024) pukul 23.00 WIB,"" kata Prakirawan cuaca BMKG Supadio Pontianak, Asyrofi di Pontianak, Sabtu (15/9) disitat dari Antara.Kenaikan ini dilaporkan oleh BMKG Kelas 1 Supadio Pontianak yang mencatat sebaran 827 hotspot di 10 kabupaten di Kalbar. Dari total tersebut, 21 hotspot memiliki tingkat kepercayaan rendah, 777 masuk dalam kategori sedang, dan 29 termasuk dalam kategori tinggi.

Asyrofi, mengungkapkan bahwa Kabupaten Ketapang mencatat jumlah hotspot tertinggi dengan 425 titik, disusul oleh Sintang dengan 157 titik, Sanggau 106 titik, dan Landak sebanyak 50 titik.
Kabupaten lainnya yang juga terdampak antara lain Sekadau dengan 38 titik, Melawi 31 titik, Kapuas Hulu 16 titik, serta Bengkayang dengan 2 titik, sementara Mempawah dan Kubu Raya masing-masing mencatat 1 titik hotspot.""Empat wilayah lain, yaitu Kota Pontianak, Singkawang, Sambas, dan Kayong Utara, hingga saat ini belum terdeteksi hotspot,"" tuturnya.Asyrofi menjelaskan bahwa peningkatan drastis jumlah hotspot di Kalbar disebabkan oleh menurunnya curah hujan di wilayah tersebut.

Menurut dia, hingga 20 September 2024 mendatang, wilayah Kalbar diperkirakan akan terus mengalami cuaca cerah berawan dengan peluang hujan yang sangat rendah. Kondisi ini memungkinkan kemunculan lebih banyak hotspot, terutama di daerah-daerah yang rawan kebakaran hutan dan lahan.""Kami perkirakan potensi hujan ringan hingga sedang baru akan terjadi pada akhir September di beberapa wilayah Kalbar. Namun, kepastian tersebut masih menunggu pembaruan data cuaca terkini,"" kata Asyofi.Dia menambahkan berdasarkan pengolahan data Global Satellite Mapping of Precipitation (GSMAP) selama 24 jam terakhir yang diperbarui pada 13 September 2024 pukul 23.00 WIB, sebagian besar wilayah Kalbar dilaporkan mengalami cuaca cerah berawan.
Hujan dengan intensitas ringan (0-20 mm/hari) hanya tercatat di sebagian kecil wilayah Kabupaten Sanggau, Landak, dan Kapuas Hulu. Sementara itu, hujan dengan intensitas sedang (21-50 mm/hari) terjadi di beberapa wilayah lainnya, dan hujan lebat (51-100 mm/hari) terpantau di area yang sangat terbatas.
"," Minggu, 15 Sep 2024 08:35 WIB ",Nasional
"Gempa 5,7 Guncang Tapanuli Utara, Sumut ","Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) melaporkan telah terjadi gempa magnitudo 5,7 yang mengguncang Sumatera Utara pada Minggu (15/9).
Gempa terjadi pada pukul 04.37 WIB dengan koordinat pusat gempa berada 17 kilometer Barat Daya Tapanuli Utara.
Pusat gempa di darat, di kedalaman 131 kilometer.
BMKG menyatakan gempa ini tidak berpotensi tsunami.
[Gambas:Twitter]"," Minggu, 15 Sep 2024 05:08 WIB ",Nasional
"Megawati ke Rusia-Uzbekistan, Beri Kuliah Umum dan Terima Doktor HC","Mantan presiden Indonesia, Megawati Soekarnoputri, telah tiba di St. Petersburg, Rusia, pada Sabtu (14/9) pukul 19.00 waktu setempat. Dia punya serangkaian agenda, termasuk memberi kuliah umum di Rusia dan menerima gelar doktor honoris causa (HC) di Uzbekistan.
Berdasarkan pemberitaan Antara yang mengutip dari keterangan resmi, Ketua Umum PDIP itu berangkat dari Jakarta kemudian transit di Tashkent, Uzbekistan, sebelum tiba di Rusia.

Megawati mendarat di Bandara Pulkova di St. Petersburg lalu disambut oleh rombongan yang di antaranya terdiri dari Ketua DPP PDIP Ahmad Basarah, Anggota DPR Herman Herry, Duta Besar Republik Indonesia untuk Federasi Rusia, Jose Tavares, dan Duta Besar Dunia Pendidikan dan Iptek untuk St.Petersburg University Connie Rahakundini Bakrie.
Sekjen PDIP Hasto Kristiyanto menjelaskan jadwal Megawati di Rusia pada Minggu (15/9) yakni bertemu Rektor Universitas St. Petersburg Prof. Nikolay Kropachev dan memberikan kuliah umum.
Kemudian Megawati juga bakal menghadiri jamuan makan siang oleh Gubernur St. Petersburg di Balai Kota.

Kemudian Presiden Kelima Indonesia yang kini menginjak usia 77 tahun itu juga akan menjadi pembicara kunci di Forum Rektor Universitas se-Rusia, dilanjutkan peletakan bunga di Piskarevsky Memorial Cemetery, yang merupakan kenangan atas peristiwa Pengepungan Leningrad.
Dari Rusia, Megawati diagendakan ke Uzbekistan untuk Uzbekistan untuk ziarah ke makam Imam Besar Al Bukhori di Samarkand, dan menerima gelar doktor kehormatan.
""Rencananya penganugerahan gelar doktor kehormatan (Dr.H.C.) dari Silk Road University, Samarkand, pada Sabtu, (21/9),"" ujar Hasto."," Minggu, 15 Sep 2024 05:00 WIB ",Nasional
Lapak Pedagang Porak-Poranda Disapu Cuaca Ekstrem di Kepulauan Riau,"Cuaca ekstremmengakibatkan puluhan lapak pedagang porak-poranda di Tanjungpinang, Kepulauan Riau pada Sabtu (14/9). Pedagang yang berjualan di Stand Bazar kawasan Tugu Sirih Tepi Laut ini rusak disapu angin kencang.
Akibat kejadian ini para pedagang, yang mendapatkan lokasi dengan cara menyewa ke panitia acara, tak bisa melanjutkan penjualan di akhir pekan.

Para pedagang mengaku mengalami kerugian hingga ratusan juta rupiah karena selain kehilangan cuan mereka juga mengalami kerusakan peralatan seperti meja, kursi, gerobak dan lainnya.
""Rugilah kayak gini bang, kalau saya kan tinggalnya dekat di sini kan. Kalau sudah angin itu sudah pasti tepi laut ini sudah hancur, saya bilang kayak gitu kan sama suami, sudah feeling, sudah hancur barang,"" kata seorang pedagang bernama Indi saat diwawancarai.
Indi mengatakan barang jualannya berserakan dari kursi, meja dan spanduk. Dia yang berjualan bersama suami mengatakan ingin membuka lapak lagi tetapi sejauh ini belum ada informasi dari panitia kapan hal itu bisa dilakukan.
Indi mengungkap uang sewa untuk lapak satu tenda sekitar Rp350 ribu. Dia mengambil dua tenda untuk berjualan dan sudah dibayar.
""Ya tergantung panitia sih bang, soalnya kalau enggak jualan bagaimana ya nasib kita, sudah bayar, satu tenda 350 saya ambil dua tenda. Tenda warna merah dan biru, tenda 2x3 sama tenda 2x2,"" katanya.

Pedagang lain juga mengatakan hal serupa. Menurut Riko lapak miliknya juga mengalami kerusakan akibat diterjang angin kencang.
Gerobak miliknya yang dipakai menjual minuman jeruk peras mengalami kerusakan pada bagian kaca. Dia mengungkap rugi ratusan ribu rupiah.
""Sekitar 250 ribu rupiah lah ruginya bang, saya jualan minuman jeruk peras,"" ucap dia.
Riko menyebut belum bisa kembali jualan karena harus memperbaiki gerobak. Dia juga bilang masih menunggu informasi lanjutan dari panitia.
""Sementara kita masih menunggu dari panitia sih bang, belum bisa berjualan lagi,"" kata Riko."," Minggu, 15 Sep 2024 04:31 WIB ",Nasional
Khofifah Sapa Ribuan Ibu-ibu Pekerja Bojonegoro: Perempuan Tangguh,"Gubernur Jawa Timur periode 2019-2024 Khofifah Indar Parawansamenyapa 5.500 pekerja Mitra Produksi Sigaret (MPS) di bawah naungan PT Kareb Alam Sejahtera di Kabupaten Bojonegoro, Jumat (13/9).
Khofifah secara langsung menyapa 3.000 perempuan pekerja di gudang produksi MPS Dander dan juga menyapa 2.500 orang ibu-ibu pekerja di koperasi unit SKT di MPS Kapas Bojonegoro.
Kedatangan Khofifah ini disambut antusias oleh para pekerja. Bahkan tak sedikit pekerja yang secara khusus membawa atribut balon yang ditempel dengan foto wajah Khofifah guna memeriahkan penyambutan itu.

khof""Ibu-ibu semua semoga selalu sehat, rezekinya diluaskan oleh Allah, mendapatkan rezeki yang halal manfaat dan barokah untuk keluarga,"" kata Khofifahdalam keterangannya pekan ini.
Khofifah mengatakan para pekerja di MPS ini adalah para perempuan tangguh dan sebagian besar merupakan tulang punggung keluarga yang harus mendapatkan perhatian.
""Kita berterima kasih pada PT Sampoerna yang konsisten untuk menggandeng MPS di Bojonegoro sehingga bisa menyerap tenaga kerja khususnya para perempuan tangguh ibu-ibu dari keluarga ekonomi rentan,"" ujar Khofifah.
Dia menuturkan para ibu itu di sini adalah perempuan yang membantu ekonomi keluarga dan untuk membiayai putra-putrinya agar bisa sekolah setinggi mungkin.
""Doa kita bersama MPS Dander dan Kapas semakin berkembang. Tahun depan rencananya akan ada pengembangan pabrik baru yang akan digarap bersama MPS PT Kareb. Dan kabar gembiranya, akan menambah 1.500 karyawan baru,"" kata Khofifah.
Saat pertemuan ini, Khofifah juga mengajak para emak-emak pekerja untuk bersalawat, membawa rangkaian marhabanan dan juga mahalul qiyam.
Sementara itu, Direktur Utama PT Kareb Alam Sejahtera, Sriyadi Purnomo menyambut gembira kedatangan Khofifah menyapa para pekerja.
""Ibu Khofifah adalah Ibunya Pekerja SKT Jawa Timur dan Seluruh Indonesia. Beliau yang mengayomi kita semua,"" ujarnya."," Minggu, 15 Sep 2024 03:55 WIB ",Nasional
"Cuaca Ekstrem di Kepulauan Riau, Rumah Tenggelam dan Atap Roboh ","Cuaca ekstremmeliputi angin kencang di Kepulauan Riau pada Sabtu (14/9) telah menenggelamkan rumah warga di pesisir dan merobohkan atap rumah.
Ada dua rumah yang tenggelam, berada di Desa Batu Berapit, Kecamatan Jemaja Kabupaten Kepulauan Anambas. Saat kondisi kejadian penghuni sedang tidak berada di dalam rumah.

Petugas Gabungan dari BPBD dan TNI - Polri sudah melakukan evakuasi barang - barang pemilik rumah. Sementara warga yang terdampak sudah mengungsi ke tempat aman.
""Telah terjadi angin kencang, yang menyebabkan dua rumah warga roboh dan tenggelam di laut,"" kata Kepala Pelaksana BPBD Kabupaten Kepulauan Anambas Madison saat dikonfirmasi CNNIndonesia.com pada Sabtu sore.
Dia mengatakan peristiwa itu terjadi pada Sabtu pagi sekitar pukul 08.00 WIB. Ada dua lokasi kejadian cuaca ekstrem, pertama di Desa Desa Batu Berapit dan Desa Mampok Kecamatan Jemaja.
Selain rumah warga roboh dan tenggelam ada juga rumah yang tertimpa pohon tumbang.
""Ada pohon tumbang, satu pohon tumbang timpa rumah warga, satu pohon timpa jalan,"" ujar dia.
Kejadian atap rumah roboh terjadi di Kabupaten Bintan. Atap rumah diterjang angin kencang hingga jatuh ke tanah di Jalan Musi Kecamatan Bintan Timur.
Bahkan puluhan rumah warga yang berada di Kecamatan Bintan Timur dan Bintan Pesisir juga dilaporkan rusak akibat terjangan angin kencang.
""Dengan ini melaporkan, kejadian bencana cuaca ekstrem, lokasi kejadian yaitu Kecamatan Bintan Timur dan Kecamatan Bintan Pesisir"", Kata Ramlah Kepala Pelaksana BPBD Kabupaten Bintan, pada Sabtu (14/9).
Ramlah mengatakan banyak warga yang terdampak akibat cuaca ekstrem di dua Kecamatan tersebut.
Kecamatan Bintan Timur di Kelurahan Sei Lekop, sebanyak 2 KK, dan 9 Jiwa. Kemudian di Kelurahan Kijang Kota, sebanyak 2 KK dan 7 jiwa dan Desa Air Glubi di Kecamatan Bintan Pesisir sebanyak 14 KK, dan 51 Jiwa.
Kerusakan rumah dalam kategori kerusakan sedang dua rumah, kerusakan ringan 12 rumah dan untuk desa Numbing kecamatan Bintan pesisir warga yang terdampak sebanyak 23 rumah, 23 KK dan 82 jiwa.
Sementara untuk Desa Kelong, Kecamatan Bintan Pesisir sebanyak 7 KK, dan 7 jiwa. Sedangkan di Pulau Tenggel sebanyak 11 KK dan 11 jiwa.

Total warga yang terdampak secara keseluruhan sebanyak 58 KK dan 167 jiwa. Bagi warga yang terdampak akan diberikan bantuan secara bertahap, begitu juga perhitungan kerusakan rumah warga akan diperbaiki oleh BPBD Kabupaten Bintan.
""Bantuan berupa sembako sedang diberikan, secara bertahap dan Insya Allah mudah-mudahan perhitungan kerusakan akan dilaksanakan supaya dapat membantu meringankan beban dari masyarakat,"" ujar Ramlah.
Untuk warga yang rumahnya rusak akibat cuaca ekstrem di Bintan sementara waktu mengungsi ke rumah warga lain yang lebih aman.
"," Minggu, 15 Sep 2024 03:00 WIB ",Nasional
Ganjil Genap dan Satu Arah di Puncak Bogor Berlangsung Hingga Senin,"Rekayasa lalu lintas dari kepolisian, ganjil genap dan one way alias arus satu arah di jalur wisata Puncak, Bogor, Jawa Barat akan berlangsung dari Jumat (13/9) hingga Senin (16/9) untuk mengantisipasi lonjakan kendaraan di libur panjang peringatan Maulid Nabi Muhammad SAW.
""Untuk pelaksanaannya kami akan laksanakan secara situasional, melihat perkembangan dan peningkatan volume kendaraan yang masuk,"" ujar Kepala urusan pembinaan operasi (KBO) Satlantas Polres Bogor Iptu Ardian, Sabtu (14/9), diberitakan Antara.

Ardian memaparkan volume arus kendaraan ke Puncak kali ini cukup tinggi. Dia menyebut selama satu jam ada 2.800 kendaraan yang masuk Puncak pada pagi hari.
Rekayasa lalu lintas berupa ganjil genap sudah dilakukan Satlantas Polres Bogor sejak pukul 06.00 WIB. Kemudian dilanjutkan one way ke Puncak dimulai 07.30 WIB.
""Mengingat memang ambang batas di jalur Puncak itu dalam satu jam kurang dari 2.000 atau 1.500 kendaraan yang melintas, baik itu roda dua, empat maupun enam,"" ucap Ardian.

Pada Sabtu, ungkap Ardian, diberlakukan one way sebanyak tiga kali, yaitu dua kali ke Puncak dan satu kali ke Jakarta.
""Mengingat ini Sabtu, hari pertama di long weekend ini, kami antisipasi lonjakan arus yang datang dari Puncak menuju Jakarta kembali, maka kami siapkan rencana one way dari Jakarta ke Puncak,"" katanya."," Sabtu, 14 Sep 2024 22:53 WIB ",Nasional
RK Buka Suara Peluang Lepas Saham Bir Jika Jadi Gubernur Jakarta,"Bakal calon gubernur Jakarta Ridwan Kamil(RK) buka suara terkait peluang menjual saham bir milik Pemprov Jakarta bila terpilih, seperti yang dulu diupayakan Anies Baswedan.
RK mengaku belum dapat mengambil keputusan terkait hal tersebut karena bersifat terlalu spesifik dan perlu dilakukan pendalaman.

""Ada hal-hal yang belum bisa saya putuskan sekarang termasuk yang barusan ditanyakan (lanjutkan jual saham bir di Jakarta),"" kata RK di kawasan Jakarta Selatan, Sabtu (14/9).
""Saya masih fokus ke hal-hal yang sifatnya umum, kalau tadi sifatnya spesifik ya, ada sejarah, dan lain sebagainya,"" paparnya.
Kendati demikian, RK menjelaskan setiap keputusan yang akan diambil jika terpilih sebagai Gubernur Jakarta akan berdasarkan pertimbangan matang.
""Ini sederhana, kalo dirasa itu lebih membawa kebermanfaatan ya enggak usah [dijual]. Kalau ternyata membawa kontroversi, pembawa kemudaratan, ya jangan [dibiarkan],"" ujar RK.

Adapun Pemprov DKI Jakarta saat ini menguasai 210,20 juta saham atau setara dengan 26,25 persen di perusahaan bir PT. Delta Djakarta.
Tercatat, pemerintah Provinsi DKI Jakarta menerima dividen dari perusahaan bir itu sebesar Rp60 miliar dari laba 2021.
Isu pelepasan saham di PT Delta merupakan janji kampanye dari mantan gubernur DKI Jakarta Anies Baswedan saat maju di Pilgub DKI 2017. Namun, hingga jabatannya selesai belum terealisasikan.
Di sisi lain, RK menilai tak seharusnya Pemerintah berbisnis karena akan berdampak pada aspek pelayanan publik yang berkurang.
""Ya pada dasarnya tugas negara itu kan bukan berbisnis, menurut saya. Tugas negara itu melayani publik,"" kata dia.

Ada tiga pasangan yang telah mendaftar di Pilgub Jakarta 2024. Pertama pasangan Pramono Anung-Rano Karno yang diusung PDIP dan Hanura.
Kedua, pasangan Ridwan Kamil-Suswono yang diusung 14 partai yakni Gerindra, PKS, Golkar, Demokrat, NasDem, PSI, PKB, Gelora, PBB, Perindo, PAN, PPP, Garuda dan PKN.
Sementara pasangan yang terakhir mendaftar adalah Dharma Pongrekun-Kun Wardana yang maju lewat jalur perseorangan.
"," Sabtu, 14 Sep 2024 22:38 WIB ",Nasional
Kuasa Hukum Ultimatum Pihak-pihak Cemarkan Nama Baik Binus Simprug,"Ketua Umum Dewan Pimpinan Nasional Perhimpunan Advokat Indonesia (DPN Peradi) Otto Hasibuan melayangkan ultimatum kepada pihak-pihak tertentu yang menyerang atau mencemarkan nama baik SMA Binus Simprug, Jakarta Selatan.
Otto ditunjuk pihak sekolah sebagai kuasa hukum terkait dengan tudingan perundungan, pelecehan seksual, dan pengeroyokan yang dilaporkan salah seorang murid berinisial RE.

""Soal tuntut balik itu saya hanya mengatakan jangan sampai ada tindakan-tindakan yang mencemarkan nama baik daripada Binus,"" ujar Otto dalam konferensi pers di SMA Binus Simprug, Sabtu (14/9) petang.
""Kami melihat sekarang ini ada indikasi itu. Jadi, saya hanya memberikan peringatan kepada siapa pun, saya katakan, jangan sampai ada mencemarkan nama baik daripada Binus,"" sambungnya.
Otto meminta seluruh pihak menghormati proses yang sedang berjalan di kepolisian. Ia pun menegaskan pihak sekolah akan kooperatif membantu proses hukum yang sedang berjalan.
""CCTV juga kita berikan kepada polisi. CCTV ini kita kasih kepada polisi, silakan, kita terbuka, apa adanya kita buka, silakan lihat. Kalau memang ada yang di sana kejadian, ya proseslah secara hukum,"" katanya.


Dalam konferensi pers ini, Otto turut menampilkan empat video yang terdiri dari dua video kamera pengawas atau CCTV di luar toilet pada tanggal 30 dan 31 Januari 2024, satu video CCTV di kantin pada 30 Januari 2024, dan satu video yang diperoleh dari handphone saksi yang tidak diungkap identitasnya.
Dari video-video tersebut, Otto meyakini tidak ada perundungan, pengeroyokan, bahkan pelecehan seksual.
""Kalau ada merasa bahwa ada tindakan yang dirugikan oleh Binus, silakan juga tempuh lewat proses hukum yang berlaku. Jangan sampai mengintimidasi sampai ke sekolah SMA Binus, karena kalau diintimidasi sampai ke sini (Binus), kasihan juga anak-anak sekolah yang lain, terganggu sekolahnya,"" ucap Otto.

Polres Metro Jakarta Selatan saat ini tengah membuka penyidikan kasus dugaan perundungan, pelecehan seksual dan pengeroyokan yang dilaporkan oleh salah seorang murid SMA Binus Simprug berinisial RE.
Pada Jumat (13/9), mediasi antara pelapor dengan terlapor sudah dilakukan. Namun, mediasi tersebut belum mencapai kesepakatan damai.
""Hasil mediasi kemarin itu belum ada karena pihak pelapor katanya kalau enggak salah sih terlapor ini orang tuanya mengajukan permohonan maaf, namanya dilaporkan ya sudah minta maaf, tetapi si pelapor mengatakan akan menyampaikan pada prinsipalnya atau kuasa hukumnya,"" kata Otto.

"," Sabtu, 14 Sep 2024 22:23 WIB ",Nasional
